Id,Date,Title,Description
648,"January 30, 2020, Thursday",Infosys signs multi-million contract with ABN AMRO to accelerate operations,"As part of this renewed contract, the Bengaluru- headquartered IT major will enable ABN AMRO Bank to achieve its business and ..."
649,"January 30, 2020, Thursday","Axis Bank plans to raise Rs 4,175 crore via NCDs on private placement basis","The coupon rate for the issue will be 7.65 per cent per annum, the filing added."
650,"January 29, 2020, Wednesday",RBI slaps a fine of Rs one crore on HDFC Bank for KYC breach,RBI had issued show cause notice to bank as to why penalty should not be imposed for non-compliance
651,"January 29, 2020, Wednesday",Banks looking to restructure major chunk of Rs 2-trn MSME loans by March,The MSME sector has been reeling from stress for quite some time
652,"January 29, 2020, Wednesday","IDBI Federal Life Insurance appoints M Balakrishnan as CFO, Prabhu as CIO",Private life insurer IDBI Federal Life Insurance on Wednesday announced the appointment of Mathivanan Balakrishnan as its Chief ...
653,"January 29, 2020, Wednesday",Gross premiums of non-life insurers grow 15% to Rs 1.42 trillion,"While the gross premiums underwritten by private non-life insurers grew by 17 per cent to Rs 69,488 crore, that of the ..."
654,"January 29, 2020, Wednesday",Bankers get shield from fraud heat; boards of PSBs to be held accountable,Measures to protect prudent commercial decisions of PSB brass
655,"January 28, 2020, Tuesday",More than just capital: Banks' housekeeping woes set to increase,The solution offered by the central bank is to kick start the capex cycle.
656,"January 28, 2020, Tuesday",Irdai issues norms to protect group policyholders of merging state banks,"Moreover, Irdai has said a bank in its capacity as a group organizer may have group insurance arrangements with any number of ..."
657,"January 28, 2020, Tuesday",Manappuram Finance logs 40% increase in pre-tax profit to Rs 544 cr in Q3,"Total income grew 28.5 per cent to Rs 1,414 crore during the quarter, from Rs 1,100 crore in the year-ago period"
658,"January 28, 2020, Tuesday",Irdai issues norms to protect group policyholders of merging PSBs,"""The insurance companies shall make suitable arrangements with the acquiring banks to this effect,"" said the the Insurance ..."
659,"January 28, 2020, Tuesday",Budget 2020: NBFCs seek setting up of permanent refinance window for sector,"Non-banking finance companies (NBFCs) have sought setting up of a permanent refinance window for the sector in the Union Budget, ..."
660,"January 28, 2020, Tuesday",Yes Bank sells shares worth Rs 5.7 crore in Reliance Power via open market,"The lender sold the shares at an average price of Rs 1.91 apiece, which took the total deal value to over Rs 5.77 crore."
661,"January 28, 2020, Tuesday",FinMin's new measures to protect prudent commercial decision of bankers,Finance Minister Nirmala Sitharaman at several occasions assured bankers that adequate measures would be taken to protect honest ...
662,"January 28, 2020, Tuesday",Sachin Bansal steps down as director of Ujjivan Small Finance Bank,The Flipkart co-founder resigned for proprietary reasons as he moves to launch his own digital banking entity
663,"January 28, 2020, Tuesday","We'll focus on risk management for a healthy corporate book, says BoB CEO",BoB's new managing director and chief executive Sanjiv Chadha tells Business Standard that while the bank has a comfortable ...
664,"January 27, 2020, Monday","HDFC pre-tax profit rises 219% at Rs 9,143 cr in December quarter","The mortgage lender received fair value gain of Rs 9,020 crore from derecognition of investment in Gruh Finance"
665,"January 27, 2020, Monday","Expect NPAs to taper down from next quarter,says Bank of Baroda CEO","In the three months to December period, BoB's fresh slippages stood at Rs 10,387 crore, of which Rs 4,509 crore were on account ..."
666,"January 27, 2020, Monday",Paytm Payments Bank to help spot apps that may trigger fraud transactions,It is also leveraging artificial intelligence to immediately identify and block suspicious activities
667,"January 27, 2020, Monday","UCBs reported nearly 1,000 frauds worth Rs 220 cr in past five fiscals: RBI","Responding to an RTI query, the central bank said a total of 181 fraud cases involving Rs 127.7 crore were noticed during 2018-19"
668,"January 27, 2020, Monday",MFI industry seeks more refinance from DFIs in budget,The industry has also urged the government to create a dedicated fund for MFIs which are financing water and sanitation projects
669,"January 27, 2020, Monday","Saraswat, Cosmos to seek RBI approval for universal banking licences",The two leading urban co-operative banks (UCBs) - with over 100 years of history each - will be the first to seek the central ...
670,"January 27, 2020, Monday","After bad loan issue, experts see more pain ahead for Bank of Baroda",Credit costs could stay elevated in the coming financial year
671,"January 26, 2020, Sunday",Weak demand and slowing economy now cast their shadow on private banks,The periodic data from the Reserve Bank of India highlights how the slowdown is hurting the banking sector
672,"January 25, 2020, Saturday",DCB Bank posts PBT of Rs 131 crore in Q3; net profit improves to Rs 97 cr,DCB Bank's total income was up 13.66 per cent at Rs 990.89 crore during the quarter under review as against Rs 871.78 crore in ...
673,"January 25, 2020, Saturday","ICICI Bank PBT soars 187% in Q3 on growth in interest, other income","The private sector lender had posted PBT of Rs 1,902 crore in Q3FY19"
674,"January 24, 2020, Friday",Allahabad Bank board approves Rs 2153 cr capital infusion ahead of merger,"Notably, earlier this financial year, the government had infused about Rs 6896 crore in the bank"
675,"January 24, 2020, Friday",'Tax evasion social injustice': CJI calls for speedy resolution of disputes,The Chief Justice said tax judiciary plays a very important role in resource mobilisation of the country and expressed concern ...
676,"January 24, 2020, Friday",Indian Bank posts 74% growth in PBT at Rs 390.35 crore for Q3FY20,"The performance was in line with expectations, Padmaja Chunduru, MD & CEO, Indian Bank said"
677,"January 24, 2020, Friday","Banks association asks NPCI to scrap MDR on UPI, RuPay card transactions",Finance Minister Nirmala Sitharaman had said in the last Budget that no charge would be levied on UPI and Rupay transactions
678,"January 24, 2020, Friday",Operations may be impacted due to bank unions' two-day strike: SBI,Bank unions have called for a two-day nationwide strike on January 31 and February 1 after talks over wage revision failed to ...
679,"January 23, 2020, Thursday",Cholamandalam Investment pre-tax profit up 9.4% in December quarter,"The company will be issuing shares to promoter entity Cholamandalam Financial Holdings, to raise around Rs 300 crore in one or ..."
680,"January 23, 2020, Thursday",HDFC Life reports 2.7% rise in profit before tax at Rs 263.61 crore in Q3,"Net premium income saw a 13% rise to Rs 7,854 crore in Q3 versus Rs 6,897 crore in the year-ago quarter"
681,"January 23, 2020, Thursday",Canara Bank profit before tax rises 40% to Rs 531.42 crore in Dec quarter,"Advances grow at tepid pace in Q3, indicating slowing loan demand"
682,"January 23, 2020, Thursday","Banking consortium declares Rs 14,000-cr ABG Shipyard loan 'fraud' account","With the account being declared 'fraud', banks are not expected to make additional provisioning; it has been already classified a ..."
683,"January 23, 2020, Thursday",Certain that some solutions will emerge to steady YES Bank: SBI chief,"Kumar's statement follows speculation that the government, which controls SBI, may ask the lender to play a role in bailing out ..."
684,"January 23, 2020, Thursday",RBI raises short-term investment limit of FPIs to 30% from 20% of portfolio,"FPIs will also be allowed to invest in exchange traded funds or ETFs that invest only in debt instruments, the RBI said."
685,"January 23, 2020, Thursday",RBI raises investment limit for FPIs in government and corporate bonds,"The short-term investment limit has now been increased from 20 per cent to 30 per cent in both the cases, the RBI said in a ..."
686,"January 23, 2020, Thursday",Brokerages eye ETF play to take advantage of the rising investor interest,"Instead of just focusing on earning brokerage selling ETFs, broking houses are also considering packaging multiple ETFs as part ..."
687,"January 23, 2020, Thursday","RBI buys Rs 10,000 cr of long-term securities in 4th special open mkt ops","The cut-off yield for 7.32 per cent-2024 was 6.408 per cent, while for 6.45 per cent-2029, it was 6.5780 per cent"
688,"January 23, 2020, Thursday",Oriental Bank of Commerce Q3 profit jumps 39.11% to Rs 201.66 crore,Gross NPAs also fell to 12.64% from 15.82%
689,"January 23, 2020, Thursday",HDFC Bank to tap Egon Zehnder to identify Aditya Puri's successor: Report,"Puri, whose term comes to an end in October this year, is also an advisor to the search committee tasked with identifying a ..."
690,"January 23, 2020, Thursday","RBI to hold rates on inflation concerns, fiscal boost likely: Poll","The RBI was forecast to next cut rates by 25 basis points to 4.90% in the October-December quarter, according to the poll ..."
691,"January 23, 2020, Thursday","LIC's exposure to default debt instruments tops Rs 20,000 crore","The exposure, which is for the period ended September 2019, is across various platforms such as life funds, pension funds, and ..."
